Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Trial,Max Iter
0.8108108108108109,0.8126535626535627,0.8138820638820639,0.8095823095823096,0.812039312039312,0.8108108108108109,0.8108108108108109,0.8138820638820639,0.8144963144963145,0.8126535626535627,0.8157248157248157,1,100
0.8187960687960688,0.8181818181818182,0.8224815724815725,0.8243243243243243,0.8194103194103194,0.8157248157248157,0.8194103194103194,0.8187960687960688,0.8237100737100738,0.8206388206388207,0.8200245700245701,2,100
0.8261670761670762,0.8181818181818182,0.8230958230958231,0.8267813267813268,0.8316953316953317,0.8298525798525799,0.8273955773955773,0.8243243243243243,0.8261670761670762,0.8261670761670762,0.8218673218673219,3,100
0.816953316953317,0.8126535626535627,0.8175675675675675,0.8132678132678133,0.8163390663390664,0.8157248157248157,0.8052825552825553,0.8194103194103194,0.8181818181818182,0.8083538083538083,0.8151105651105651,4,100
0.8144963144963145,0.8224815724815725,0.8243243243243243,0.812039312039312,0.8144963144963145,0.8144963144963145,0.812039312039312,0.812039312039312,0.8126535626535627,0.8108108108108109,0.8200245700245701,5,100
0.8286240786240786,0.8292383292383292,0.8261670761670762,0.8230958230958231,0.828009828009828,0.835995085995086,0.8249385749385749,0.8255528255528255,0.8218673218673219,0.8267813267813268,0.8273955773955773,6,100
0.8353808353808354,0.8335380835380836,0.8378378378378378,0.8323095823095823,0.8378378378378378,0.8353808353808354,0.8329238329238329,0.8347665847665847,0.8323095823095823,0.8323095823095823,0.8298525798525799,7,100
0.8200245700245701,0.8181818181818182,0.8218673218673219,0.8255528255528255,0.8206388206388207,0.8163390663390664,0.8151105651105651,0.8181818181818182,0.8224815724815725,0.8249385749385749,0.8255528255528255,8,100
0.8249385749385749,0.8224815724815725,0.8255528255528255,0.8243243243243243,0.8237100737100738,0.8237100737100738,0.8267813267813268,0.8206388206388207,0.8267813267813268,0.8224815724815725,0.8261670761670762,9,100
0.8261670761670762,0.8298525798525799,0.8298525798525799,0.8267813267813268,0.8206388206388207,0.8267813267813268,0.8237100737100738,0.8255528255528255,0.8255528255528255,0.8298525798525799,0.8286240786240786,10,100
0.8237100737100738,0.8200245700245701,0.816953316953317,0.8194103194103194,0.8243243243243243,0.8187960687960688,0.8237100737100738,0.8237100737100738,0.8267813267813268,0.8218673218673219,0.8212530712530712,11,100
0.8261670761670762,0.8237100737100738,0.831081081081081,0.8323095823095823,0.8261670761670762,0.8261670761670762,0.8206388206388207,0.8292383292383292,0.8267813267813268,0.8316953316953317,0.8341523341523341,12,100
0.828009828009828,0.8255528255528255,0.8347665847665847,0.8249385749385749,0.8267813267813268,0.8273955773955773,0.8286240786240786,0.8286240786240786,0.8261670761670762,0.8273955773955773,0.8298525798525799,13,100
0.8329238329238329,0.8316953316953317,0.8323095823095823,0.8286240786240786,0.8261670761670762,0.8409090909090909,0.8286240786240786,0.8341523341523341,0.8267813267813268,0.8249385749385749,0.8316953316953317,14,100
0.8292383292383292,0.8267813267813268,0.8255528255528255,0.828009828009828,0.8261670761670762,0.8261670761670762,0.8255528255528255,0.828009828009828,0.8353808353808354,0.8224815724815725,0.8230958230958231,15,100
0.828009828009828,0.8323095823095823,0.8255528255528255,0.8329238329238329,0.8249385749385749,0.8194103194103194,0.8243243243243243,0.8243243243243243,0.8237100737100738,0.8243243243243243,0.8261670761670762,16,100
0.8187960687960688,0.8175675675675675,0.8132678132678133,0.8151105651105651,0.8218673218673219,0.8175675675675675,0.816953316953317,0.8108108108108109,0.816953316953317,0.8218673218673219,0.8200245700245701,17,100
